1 .8287
2 1.2361
3 1.5567
4 2.0401
5 2.5472
6 2.3360
7 3.5832
8 3.3763
9 2.9712
10 3.8145
11 4.1740
12 2.9891
13 3.1603
14 4.1679
15 4.4458
16 3.9131
